ref;lat;lon;addr:full;addr:state;addr:ISO3166-2-lvl4;addr:district;addr:municipality;addr:city;addr:road;addr:postcode;fuel:lpg;fuel:diesel;fuel:octane_92;fuel:octane_95;fuel:octane_98;fuel:adblue;toilets;internet_access:wifi;generator;amenity:charging_station;service:coffee;shop;parking;compressed_air;payment:terminal;invincibility_point;amenity:fast_food;name;name:en;name:uk;brand;brand:uk;brand:en;operator;contact:phone;contact:email;contact:website;opening_hours;amenity;brand:wikidata;brand:wikipedia;contact:facebook;contact:instagram;contact:twitter;contact:tiktok;contact:youtube;contact:linkedin
17/001;50.644056;26.204417;"м. Рівне; вул. Млинівська; 29-В";Рівненська область;UA-56;Рівненський;Рівненська міська громада;м. Рівне;вулиця Млинівська 29-В;33024;;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/004;50.725667;26.373111;"Рівненська обл.; Рівненський р-н; с. Нова Українка; автодорога Н-25  Городище-Старокостянтинів км 138+730";Рівненська область;UA-56;Рівненський;Олександрійська сільська громада;с. Нова Українка;  ;35322;yes;yes;yes;yes;yes;yes;yes;;yes;;yes;yes;yes;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/005;50.86125;26.480083;"Рівненська обл.; Рівненський рай-н; с. Мала Любаша; автодорога Н-25 Городище-Рівне-Староконстянтинів 124км+560м";Рівненська область;UA-56;Рівненський;Костопільська міська громада;с. Мала Любаша;  ;35000;yes;yes;yes;yes;yes;yes;yes;;yes;;yes;yes;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/006;51.223583;27.226528;"Рівненська обл.; Сарненський р-н; с. Масевичі; а/д М-07 Київ-Ягодин 259 км+110 км";Рівненська область;UA-56;Сарненський;Рокитнівська селищна громада;с. Масевичі;  ;34253;;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/010;50.568;26.238111;"Рівненська обл.; Рівненський р-н; с. Велика Омеляна; М-06 автодорога Київ-Чоп км 340+560";Рівненська область;UA-56;Рівненський;Великоомелянська сільська громада;с. Велика Омеляна;  ;35702;;yes;yes;yes;yes;yes;yes;;yes;;yes;yes;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/012;50.392139;25.756556;"Рівненська обл.; м.Дубно; вул.Грушевського Михайла; 119б";Рівненська область;UA-56;Рівненський;Дубенська міська громада;м. Дубно;вулиця Грушевского Михайла 119б;35603;;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/013;50.997472;26.730889;"Рівненська обл.; Березнівський район; м. Березне; вул. Андріївська; буд. 75";Рівненська область;UA-56;Рівненський;Березнівська міська громада;м. Березне;вулиця Андріївська 75;34600;;yes;yes;yes;yes;yes;yes;;yes;;yes;yes;yes;;;yes;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/015;50.525333;26.255306;"Рівненська обл.; Здолбунівський р-н; м. Здолбунів; вул. Базарна; буд. 3";Рівненська область;UA-56;Рівненський;Здолбунівська міська громада;м. Здолбунів;вулиця Базарна 3;35700;;yes;yes;yes;yes;;yes;yes;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/020;50.633694;26.268389;"м. Рівне; вул. Богоявленська; буд.17";Рівненська область;UA-56;Рівненський;Рівненська міська громада;м. Рівне;вулиця Богоявленська буд.17;33022;;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/022;50.616111;26.2245;"м. Рівне; вул. Дудея буд.11";Рівненська область;UA-56;Рівненський;Рівненська міська громада;м. Рівне;вулиця О. Дудея 11;33001;;yes;yes;yes;yes;;yes;yes;yes;;yes;yes;;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/032;50.617917;27.140806;"Рівненська обл.; Корецький р-н.; м. Корець; вул. Київська; буд. 150-А";Рівненська область;UA-56;Рівненський;Корецька міська громада;м. Корець;вулиця Київська 150А;34700;;yes;yes;yes;yes;;yes;yes;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/003;49.545417;25.54;"Тернопільська обл.; Тернопільський р-н; с. Підгороднє; вул. Стрийська; 7-А";Тернопільська область;UA-61;Тернопільський;Підгороднянська сільська громада;с. Підгороднє;вулиця Стрийська 7А;47737;;yes;yes;yes;yes;yes;yes;;yes;;yes;yes;;yes;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/004;49.457694;25.612472;"Тернопільська обл.; Тернопільський р-н; с. Мишковичі; вул. О. Кобилянської; 36";Тернопільська область;UA-61;Тернопільський;Великоберезовицька селищна громада;с. Мишковичі;вулиця О. Кобилянської 36;47732;yes;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/005;49.560278;25.619806;"м. Тернопіль;  просп. Злуки; 6";Тернопільська область;UA-61;Тернопільський;Тернопільська міська громада;м. Тернопіль; просп. Злуки 6;46010;;yes;yes;yes;yes;;yes;yes;yes;;yes;yes;yes;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/006;49.542306;25.633333;"м. Тернопіль; вул. Т. Протасевича; буд. 1";Тернопільська область;UA-61;Тернопільський;Тернопільська міська громада;м. Тернопіль;вулиця Т. Протасевича 1;46022;;yes;yes;yes;yes;;yes;;yes;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/008;49.568333;25.652694;"Тернопільська обл.; Тернопільський р-н; с. Байківці; вул. Шумська; 32";Тернопільська область;UA-61;Тернопільський;Байковецька сільська громада;с. Байківці;вулиця Шумська 32;46016;yes;yes;yes;yes;yes;yes;yes;yes;yes;;yes;yes;yes;yes;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/010;49.069833;25.401083;"Тернопільська обл.; Чортківський р-н; с. Підзамочок; вул. Тернопільська; буд. 86";Тернопільська область;UA-61;Чортківський;Бучацька міська громада;с. Підзамочок;вулиця Тернопільська 86;48423;yes;yes;yes;yes;yes;yes;yes;yes;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/011;48.807556;26.028306;"Тернопільська обл.; Чортківський р-н; м. Борщів; вул. Кондри; буд. 3-А";Тернопільська область;UA-61;Чортківський;Борщівська міська громада;м. Борщів;вулиця Кондри 3А;48702;yes;yes;yes;yes;yes;yes;yes;yes;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/012;49.441222;24.950111;"Тернопільська обл.; Тернопільський р-н; м. Бережани; вул. Привокзальна; буд. 18-А";Тернопільська область;UA-61;Тернопільський;Бережанська міська громада;м. Бережани;вулиця Привокзальна 18А;47500;yes;yes;yes;yes;yes;;yes;;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/013;49.679;25.122444;"Тернопільська область; Тернопільський р-н.; с.Млинівці; вул. Залозецька; буд. 1-20";Тернопільська область;UA-61;Тернопільський;Зборівська міська громада;с. Млинівці;вулиця Залозецька 1-20;47201;yes;yes;yes;yes;yes;yes;yes;;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/014;49.448028;25.178222;"Тернопільська обл.; Тернопільський р-н.; с-ще Козова; вул. Тернопільська; буд. 1-А";Тернопільська область;UA-61;Тернопільський;Козівська селищна громада;с-ще Козова;вулиця Тернопільська 1А;47681;yes;yes;yes;yes;yes;yes;yes;;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
